[ 2013-09-06T17:46:33+08:00 ] /xnfy520_yaomai/Public/js/jqueryUi/images/ui-bg_flat_75_ffffff_40x100.png | ERR: (ThinkException) 非法操作js
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: rid 807cf8ea7aafd599964f33097d725fc4.php 第 551 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: sid 807cf8ea7aafd599964f33097d725fc4.php 第 553 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: cid 807cf8ea7aafd599964f33097d725fc4.php 第 555 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: id 807cf8ea7aafd599964f33097d725fc4.php 第 557 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: category 807cf8ea7aafd599964f33097d725fc4.php 第 559 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: where 807cf8ea7aafd599964f33097d725fc4.php 第 561 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: price 807cf8ea7aafd599964f33097d725fc4.php 第 563 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: sales 807cf8ea7aafd599964f33097d725fc4.php 第 565 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: search_key 807cf8ea7aafd599964f33097d725fc4.php 第 567 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: type 807cf8ea7aafd599964f33097d725fc4.php 第 571 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: search 807cf8ea7aafd599964f33097d725fc4.php 第 573 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: when 807cf8ea7aafd599964f33097d725fc4.php 第 575 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ParseTemplate Behavior [ RunTime:0.025687s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025732s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_filter ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ContentReplace Behavior [ RunTime:0.000673s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run TokenBuild Behavior [ RunTime:0.000160s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000097s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ShowRuntime Behavior [ RunTime:0.000239s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001262s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 120 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 121 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 122 行.
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_end ] --START--
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ShowPageTrace Behavior [ RunTime:0.000210s ]
[ 2013-09-06T17:58:08+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_end ] --END-- [ RunTime:0.000244s ]
[ 2013-09-06T17:58:09+08:00 ] /xnfy520_yaomai/Public/js/jqueryUi/images/ui-bg_flat_75_ffffff_40x100.png | ERR: (ThinkException) 非法操作js
[ 2013-09-06T17:58:13+08:00 ] /xnfy520_yaomai/admin/Tpl/default/Public/css/OrderList.css | ERR: (ThinkException) 无法加载模块admin
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ route_check ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run CheckRoute Behavior [ RunTime:0.000394s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ route_check ] --END-- [ RunTime:0.000454s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ app_begin ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000339s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000382s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.025234s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001858s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_information` WHERE pid=1 and publish=1 ORDER BY sort,id  [ RunTime:0.000243s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001629s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000146s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001456s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000212s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001466s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000236s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001995s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE 1=1 AND id='1' LIMIT 1   [ RunTime:0.000196s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_category` WHERE id<>1 and publish=1  [ RunTime:0.000157s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001623s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='2' ORDER BY sort,id LIMIT 4   [ RunTime:0.000256s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001752s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='3' ORDER BY sort,id LIMIT 4   [ RunTime:0.000257s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001933s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='4' ORDER BY sort,id LIMIT 4   [ RunTime:0.000259s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.002072s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`pid`,`name`,`sort` FROM `xnfy520_yaomai_help_center_information` WHERE publish=1 AND pid='5' ORDER BY sort,id LIMIT 4   [ RunTime:0.000255s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_category` [ RunTime:0.001511s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_category` WHERE publish=1 ORDER BY sort,id  [ RunTime:0.000273s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002159s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='1' ORDER BY sort,id  [ RunTime:0.000281s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002088s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='2' ORDER BY sort,id  [ RunTime:0.000263s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.001665s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='3' ORDER BY sort,id  [ RunTime:0.000246s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002002s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='4' ORDER BY sort,id  [ RunTime:0.000276s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002671s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='5' ORDER BY sort,id  [ RunTime:0.001090s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_commodity_subclass` [ RunTime:0.002357s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_commodity_subclass` WHERE publish=1 AND pid='6' ORDER BY sort,id  [ RunTime:0.000233s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.014199s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000315s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.052902s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000270s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.043069s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000247s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_carts` [ RunTime:0.043674s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_carts` WHERE by_user=42 LIMIT 1   [ RunTime:0.000249s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_advert_list` [ RunTime:0.054959s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_advert_list` WHERE publish=1 AND pid=9 ORDER BY sort LIMIT 1   [ RunTime:0.000242s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_system_announcement` [ RunTime:0.032701s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_system_announcement` WHERE publish=1 ORDER BY sort desc LIMIT 20   [ RunTime:0.000238s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_user` [ RunTime:0.056916s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_user` WHERE ( `username` = 'tianyun1' ) AND ( `email` = '182065881@qq.com' ) AND ( `id` = '42' ) AND ( `roleid` = '16' ) LIMIT 1   [ RunTime:0.000355s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_role` [ RunTime:0.041425s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_role` WHERE 1=1 AND id='16' LIMIT 1   [ RunTime:0.000266s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_integral_exchange_logs` [ RunTime:0.021769s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_integral_exchange_logs` WHERE 1=1 AND by_user='42'  [ RunTime:0.000196s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_member_order` [ RunTime:0.021198s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT COUNT(*) AS tp_count FROM `xnfy520_yaomai_member_order` WHERE uid=42 AND commodity_type=4 LIMIT 1   [ RunTime:0.000305s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page ajax_page.class.php 第 20 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT * FROM `xnfy520_yaomai_member_order` WHERE uid=42 AND commodity_type=4 ORDER BY create_date desc LIMIT 0 ,5   [ RunTime:0.000283s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_vote_commodity` [ RunTime:0.019868s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | SQL: SELECT `id`,`no`,`name`,`image`,`enable`,`recommend`,`sort`,`views`,`price`,`create_date`,`modify_date`,`description`,`p1`,`p2`,`p3`,`stylist_id`,`stylist_say`,`measure`,`subscribe`,`expiration_date`,`sales_volume`,`subscribe_volume`,`subscription`,`votes`,`vote`,`production_tracking` FROM `xnfy520_yaomai_vote_commodity` WHERE ( `id` = '4' ) LIMIT 1   [ RunTime:0.000336s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_template ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run LocationTemplate Behavior [ RunTime:0.000348s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_template ] --END-- [ RunTime:0.000420s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_parse ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] file_get_contents(./home/Tpl/default/Index/footer-x.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 702 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page 807cf8ea7aafd599964f33097d725fc4.php 第 355 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Use of undefined constant GROUP_NAME - assumed 'GROUP_NAME' 807cf8ea7aafd599964f33097d725fc4.php 第 535 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined variable: fake_action_name 807cf8ea7aafd599964f33097d725fc4.php 第 539 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined variable: define_fake_action_value 807cf8ea7aafd599964f33097d725fc4.php 第 541 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: status 807cf8ea7aafd599964f33097d725fc4.php 第 543 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: page 807cf8ea7aafd599964f33097d725fc4.php 第 547 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: pid 807cf8ea7aafd599964f33097d725fc4.php 第 549 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: rid 807cf8ea7aafd599964f33097d725fc4.php 第 551 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: sid 807cf8ea7aafd599964f33097d725fc4.php 第 553 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: cid 807cf8ea7aafd599964f33097d725fc4.php 第 555 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: id 807cf8ea7aafd599964f33097d725fc4.php 第 557 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: category 807cf8ea7aafd599964f33097d725fc4.php 第 559 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: where 807cf8ea7aafd599964f33097d725fc4.php 第 561 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: price 807cf8ea7aafd599964f33097d725fc4.php 第 563 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: sales 807cf8ea7aafd599964f33097d725fc4.php 第 565 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: search_key 807cf8ea7aafd599964f33097d725fc4.php 第 567 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: type 807cf8ea7aafd599964f33097d725fc4.php 第 571 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: search 807cf8ea7aafd599964f33097d725fc4.php 第 573 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [8] Undefined index: when 807cf8ea7aafd599964f33097d725fc4.php 第 575 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ParseTemplate Behavior [ RunTime:0.024303s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024350s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_filter ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ContentReplace Behavior [ RunTime:0.000697s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run TokenBuild Behavior [ RunTime:0.000288s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000149s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ShowRuntime Behavior [ RunTime:0.000298s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001563s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 120 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 121 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /Users/weizhang/Documents/WebServer/ThinkPHP/Extend/Library/ORG/Util/ajax_page.class.php:1) View.class.php 第 122 行.
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_end ] --START--
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Run ShowPageTrace Behavior [ RunTime:0.000317s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Member/voteOrder | INFO: Tag[ view_end ] --END-- [ RunTime:0.000362s ]
[ 2013-09-06T17:58:31+08:00 ] /xnfy520_yaomai/Public/js/jqueryUi/images/ui-bg_flat_75_ffffff_40x100.png | ERR: (ThinkException) 非法操作js
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Tag[ route_check ] --START--
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Run CheckRoute Behavior [ RunTime:0.000424s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Tag[ route_check ] --END-- [ RunTime:0.000476s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Tag[ app_begin ] --START--
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000286s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000318s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.005501s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_information` [ RunTime:0.001825s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | SQL: SELECT * FROM `xnfy520_yaomai_help_center_information` WHERE pid=1 and publish=1 ORDER BY sort,id  [ RunTime:0.000241s ]
[ 2013-09-06T17:58:33+08:00 ] /xnfy520_yaomai/Member/votesOrder | SQL: SHOW COLUMNS FROM `xnfy520_yaomai_help_center_category` [ RunTime:0.001501s ]
